日付,キャンペーン名,広告グループ名,ターゲティング,マッチタイプ,カスタマーの検索キーワード,インプレッション,クリック,クリックスルー率 (CTR),平均クリック単価 (CPC),費用,広告がクリックされてから7日間の総売上高,広告費売上高比率（ACOS）合計,広告費用対効果（ROAS）合計,広告がクリックされてから7日間の合計注文数,広告がクリックされてから7日間の合計販売数,広告がクリックされてから7日間のコンバージョン率,広告がクリックされてから7日間の広告された SKU の販売数,広告がクリックされてから7日間のその他の SKUの販売数,広告がクリックされてから7日間の広告された SKU の売上,広告がクリックされてから7日間のその他の SKU の売上
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0CKHRF5L6""",-,b0dsj5pz8z,2,1,50.0000%,¥100.00,¥100.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b07bsmt1ts,144,2,1.3889%,¥120.00,¥240.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b0bwx4tcy7,479,2,0.4175%,¥120.00,¥240.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b0bywnbh5d,210,6,2.8571%,¥100.76,¥604.57,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b0c2cpnfng,31,1,3.2258%,¥120.00,¥120.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b0d59675p4,1350,6,0.4444%,¥119.23,¥715.35,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b0d8j31nvz,224,2,0.8929%,¥120.00,¥240.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b0df55j321,10,1,10.0000%,¥104.42,¥104.42,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b0dgclvbnh,178,1,0.5618%,¥120.00,¥120.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,おどろい毛穴収縮クリーム,80,3,3.7500%,¥92.00,¥276.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,アゼライン酸 医薬部外品,1,1,100.0000%,¥99.58,¥99.58,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,ディオール バッグ,1,1,100.0000%,¥120.00,¥120.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,毛穴引き締めクリーム,3,1,33.3333%,¥63.57,¥63.57,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,毛穴縮小クリーム,16,1,6.2500%,¥120.00,¥120.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,皮脂 フィラメント,12,2,16.6667%,¥105.07,¥210.13,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DJNPRJTK""",-,b0dhxk66wk,92,1,1.0870%,¥95.26,¥95.26,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b07qm5kgdk,317,1,0.3155%,¥140.00,¥140.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b09m2xfrcf,1002,6,0.5988%,¥140.00,¥840.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b0c6jp8ylc,688,1,0.1453%,¥133.13,¥133.13,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b0cp583mx1,482,1,0.2075%,¥140.00,¥140.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b0csn8y66f,280,2,0.7143%,¥130.57,¥261.13,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b0d3llz1m3,259,2,0.7722%,¥137.63,¥275.25,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b0d543dc95,436,4,0.9174%,¥111.50,¥446.01,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b0d627dkfw,71,2,2.8169%,¥140.00,¥280.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b0dbg2bkcz,234,2,0.8547%,¥127.72,¥255.44,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b0dgclvbnh,733,3,0.4093%,¥139.35,¥418.05,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b0dkn8gzvp,260,2,0.7692%,¥123.56,¥247.11,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,アゼライン酸 クリーム,57,3,5.2632%,¥140.00,¥420.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,アゼライ酸,9,1,11.1111%,¥122.83,¥122.83,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,アゼラチン酸 美容液,2,1,50.0000%,¥140.00,¥140.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,ダーマセプトrx,1,1,100.0000%,¥140.00,¥140.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,ビタミン c 美容液,4,1,25.0000%,¥140.00,¥140.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,レチノイド 毛穴,12,1,8.3333%,¥140.00,¥140.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,毛穴なくす,1,1,100.0000%,¥140.00,¥140.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 01, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b08hjd4fbp,401,6,1.4963%,¥118.24,¥709.41,"¥2,689.00",26.3819%,3.79,1,1,16.6667%,1,0,"¥2,689.00",¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,b0dg29fznj,261,2,0.7663%,¥108.75,¥217.49,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,b0djnprjtk,104,1,0.9615%,¥104.04,¥104.04,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,cosrx,46,1,2.1739%,¥130.00,¥130.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,ihada,24,1,4.1667%,¥130.00,¥130.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,kiso 化粧水,1,1,100.0000%,¥130.00,¥130.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,medicube,173,1,0.5780%,¥130.00,¥130.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,skin&lab,17,1,5.8824%,¥130.00,¥130.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,あとばりあ365,23,1,4.3478%,¥130.00,¥130.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,しわたるみ改善クリーム効果大,8,1,12.5000%,¥130.00,¥130.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,にきびあと消す 医薬品,16,2,12.5000%,¥130.00,¥260.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,アセムヒ,2,1,50.0000%,¥4.34,¥4.34,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,アダパレンゲル,8,2,25.0000%,¥97.09,¥194.17,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,インナードライ スキンケア,5,1,20.0000%,¥125.72,¥125.72,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,シンビ ダーマセラム アゼライン酸,3,1,33.3333%,¥130.00,¥130.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,ダーマペン セルフ,7,1,14.2857%,¥129.61,¥129.61,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,トラネキサム酸 高濃度,25,1,4.0000%,¥130.00,¥130.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,ブラン,3,1,33.3333%,¥130.00,¥130.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,毛穴しゅうれんクリーム 毛穴収縮,7,2,28.5714%,¥130.00,¥260.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,無印 導入美容液,9,1,11.1111%,¥130.00,¥130.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,白潤,21,2,9.5238%,¥130.00,¥260.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,ニキビ,PHRASE,ニキビ 薬,2,1,50.0000%,¥50.00,¥50.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,肌荒れ,PHRASE,肌荒れ 薬,16,1,6.2500%,¥50.00,¥50.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,皮脂,PHRASE,パントテン酸 皮脂,1,1,100.0000%,¥15.90,¥15.90,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,皮脂,PHRASE,皮脂 抑える,1,1,100.0000%,¥50.00,¥50.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,皮脂,PHRASE,皮脂崩れ防止下地,2,1,50.0000%,¥50.00,¥50.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 03, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,脂性肌,PHRASE,コラージュ 脂性肌,5,1,20.0000%,¥50.00,¥50.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0CTYX8HB6""",-,アゼライン酸,2,1,50.0000%,¥46.24,¥46.24,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0C2TQ24VY""",-,b084czrcn8,7,1,14.2857%,¥50.00,¥50.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B08XM9FJ7R""",-,b07k9zft99,1,1,100.0000%,¥50.00,¥50.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B08XM9FJ7R""",-,b0cy4p1257,1,1,100.0000%,¥50.00,¥50.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0D8J31NVZ""",-,b0d4qy4bfb,9,1,11.1111%,¥100.00,¥100.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0D8J31NVZ""",-,アゼライン酸,172,2,1.1628%,¥100.00,¥200.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0BYWNBH5D""",-,b0bywnbh5d,15,1,6.6667%,¥50.00,¥50.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B09WH1W5BB""",-,b09wh1w5bb,1,1,100.0000%,¥50.00,¥50.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B07XSWXJX2""",-,b07xswxjx2,2,1,50.0000%,¥50.00,¥50.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0C8JDQHK2""",-,b07gr1jdbt,7,1,14.2857%,¥50.00,¥50.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0C8JDQHK2""",-,b0c851wqfj,19,1,5.2632%,¥50.00,¥50.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0C8JDQHK2""",-,b0dc61xnlx,2,1,50.0000%,¥50.00,¥50.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0C8JDQHK2""",-,dela cruz クリーム,14,1,7.1429%,¥50.00,¥50.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B084XPFWW8""",-,b084xpfww8,41,1,2.4390%,¥50.00,¥50.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B08HGZ5XPH""",-,b0d59675p4,133,2,1.5038%,¥92.00,¥184.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B08HGZ5XPH""",-,あぜライン酸 パック,2,1,50.0000%,¥92.00,¥92.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B08HGZ5XPH""",-,おどろい毛穴収縮クリーム,42,1,2.3810%,¥89.59,¥89.59,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0CHRQ5VB1""",-,cream vip men,2,1,50.0000%,¥50.00,¥50.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DG29FZNJ""",-,b0cp583mx1,17,1,5.8824%,¥100.00,¥100.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b09ydccjbj,581,1,0.1721%,¥120.00,¥120.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b0bwx4tcy7,533,2,0.3752%,¥116.00,¥232.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b0c6jp8ylc,556,1,0.1799%,¥120.00,¥120.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b0d8j31nvz,315,1,0.3175%,¥120.00,¥120.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b0dx6sw18t,462,1,0.2165%,¥120.00,¥120.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,プラスキレイ gg,1,1,100.0000%,¥120.00,¥120.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,プロペト,15,2,13.3333%,¥120.00,¥240.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,メディキューブ アゼライン酸,36,1,2.7778%,¥120.00,¥120.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,皮脂 フィラメント,29,5,17.2414%,¥112.69,¥563.46,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DJNPRJTK""",-,b0cmxw1ymj,3,2,66.6667%,¥100.00,¥200.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0D543DC95""",-,くろてっとクリーム,3,1,33.3333%,¥95.00,¥95.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b07qm5kgdk,200,1,0.5000%,¥120.00,¥120.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b09m2xfrcf,40,1,2.5000%,¥140.00,¥140.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b0bywnbh5d,194,7,3.6082%,¥94.99,¥664.90,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b0c6jp8ylc,355,2,0.5634%,¥125.71,¥251.41,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b0ch563twn,14,1,7.1429%,¥140.00,¥140.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 02, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b0dcgdl4lz,528,9,1.7045%,¥140.00,"¥1,260.00",¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
